strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
xxxxx,1,BierTreber,83,Grass,95,Hemp,253,Vegiplants,88,Hemp,242,CaCO,CaCO,cellulose,0.6,1,26,0.8557253767041493,10,1000,Hot-Pressed,75,57,5,85,0.079
yyyyyyy,1,Oatmeal,70,Rapstraw,55,Biertreber,241,Straw,77,Rapstraw,266,cellulose,CaCO,CaCO,0.41,0,18,0.6931401378598272,20,4500,Cold-Pressed,75,43,41,85,0.1
xxxxx,1,Barley,91,Rapstraw,97,Biertreber,268,Biertreber,93,Sawdust,211,CaCO,CaSO4,CaCO,0.55,1,28,0.6325393309222759,12,2000,Hot-Pressed,70,32,17,70,0.019
xxxxx,1,Oatmeal,73,Straw,72,Biertreber,213,Biertreber,81,Rapstraw,291,cellulose,cellulose,CaSO4,0.59,0,24,0.7524323473459369,6,4000,Cold-Pressed,70,80,41,85,0.067
xxxxx,0,Barley,52,Biertreber,85,Biertreber,276,Rapstraw,67,Vegiplants,252,CaSO4,CaCO,CaSO4,0.58,1,25,0.774751692627621,13,4500,Non-Pressed,80,35,41,75,0.1
xxxxx,1,Barley,72,Biertreber,95,Rapstraw,234,Rapstraw,90,Rapstraw,247,CaSO4,CaCO,CaCO,0.37,0,20,0.7038653741746221,14,1000,Non-Pressed,85,17,41,80,0.012
yyyyyyy,0,Bulgur,89,Sawdust,91,Hemp,290,Sawdust,64,Vegiplants,257,CaCO,CaCO,CaCO,0.46,0,27,0.8698457115253406,25,500,Cold-Pressed,85,38,17,80,0.001
zzzzzzzz,0,Bulgur,90,Grass,63,Straw,288,Hemp,89,Sawdust,297,CaCO,CaCO,CaSO4,0.46,1,25,0.8557549497009204,8,1000,Hot-Pressed,80,25,65,85,0.063
yyyyyyy,0,Oatmeal,66,Rapstraw,79,Straw,234,Hemp,85,Sawdust,282,CaSO4,CaSO4,cellulose,0.52,0,28,0.6609908508277177,7,4000,Non-Pressed,80,50,29,80,0.071
yyyyyyy,0,Barley,61,Rapstraw,88,Grass,229,Straw,52,Biertreber,222,cellulose,CaCO,CaCO,0.35,1,23,0.8037227325634584,11,4500,Hot-Pressed,75,64,29,70,0.097
yyyyyyy,1,Oatmeal,98,Rapstraw,53,Rapstraw,296,Grass,62,Straw,268,CaSO4,CaCO,CaSO4,0.56,1,28,0.931917402559517,6,1000,Cold-Pressed,75,50,5,80,0.007
xxxxx,0,Barley,52,Hemp,76,Straw,201,Sawdust,51,Straw,224,CaSO4,CaSO4,cellulose,0.6,1,23,0.7157746406911771,21,1000,Cold-Pressed,85,47,17,80,0.068
zzzzzzzz,0,Oatmeal,55,Hemp,79,Vegiplants,286,Sawdust,52,Vegiplants,239,CaSO4,cellulose,CaCO,0.4,1,28,0.7789694176034416,24,1000,Hot-Pressed,70,54,41,75,0.036
xxxxx,1,Barley,63,Vegiplants,57,Straw,299,Sawdust,75,Grass,222,CaSO4,CaSO4,CaCO,0.35,0,20,0.8154386699111011,25,1500,Cold-Pressed,85,16,65,80,0.099
yyyyyyy,0,Barley,99,Vegiplants,61,Sawdust,300,Straw,81,Sawdust,264,CaSO4,CaCO,CaSO4,0.54,1,27,0.6117716095359487,8,3500,Non-Pressed,85,30,29,75,0.074
yyyyyyy,0,Oatmeal,57,Grass,84,Biertreber,244,Vegiplants,77,Biertreber,282,cellulose,CaSO4,CaSO4,0.3,0,18,0.8222528403040309,25,1000,Hot-Pressed,70,36,65,70,0.095
zzzzzzzz,1,Bulgur,52,Sawdust,99,Hemp,209,Sawdust,66,Vegiplants,239,CaSO4,CaCO,CaSO4,0.55,1,23,0.72696424759643,15,2000,Non-Pressed,75,49,41,75,0.077
yyyyyyy,1,Oatmeal,69,Grass,62,Hemp,242,Straw,77,Hemp,236,CaCO,CaSO4,CaSO4,0.45,1,23,0.6768572042622393,16,1500,Cold-Pressed,75,65,41,85,0.092
yyyyyyy,1,Oatmeal,61,Biertreber,76,Hemp,265,Biertreber,51,Vegiplants,272,CaSO4,cellulose,CaSO4,0.36,0,27,0.613045327674878,19,2500,Cold-Pressed,80,70,53,70,0.043
yyyyyyy,1,Oatmeal,87,Rapstraw,76,Straw,220,Straw,73,Biertreber,240,cellulose,CaCO,cellulose,0.54,0,21,0.9110384122983507,17,4500,Non-Pressed,70,58,53,70,0.07
xxxxx,0,Bulgur,65,Hemp,86,Sawdust,270,Rapstraw,51,Biertreber,298,CaCO,CaSO4,CaSO4,0.32,1,27,0.9057323186730618,16,500,Cold-Pressed,80,56,29,70,0.032
xxxxx,0,Barley,52,Hemp,85,Grass,288,Sawdust,93,Sawdust,243,cellulose,CaCO,cellulose,0.37,1,26,0.8317453511423655,24,4000,Hot-Pressed,85,30,65,70,0.076
zzzzzzzz,1,Buckwheat,65,Biertreber,57,Grass,281,Vegiplants,80,Sawdust,209,CaSO4,cellulose,CaSO4,0.37,1,20,0.8374071276378582,22,500,Hot-Pressed,70,18,17,85,0.03
xxxxx,1,BierTreber,50,Rapstraw,51,Rapstraw,209,Sawdust,59,Straw,260,cellulose,CaSO4,CaCO,0.4,0,22,0.7794790572321182,21,1000,Non-Pressed,80,24,53,80,0.07
xxxxx,1,Oatmeal,86,Rapstraw,90,Biertreber,276,Hemp,70,Sawdust,259,CaSO4,CaCO,CaCO,0.39,1,23,0.9198411636269543,7,4000,Cold-Pressed,70,63,5,80,0.014
zzzzzzzz,0,Buckwheat,61,Straw,70,Rapstraw,272,Biertreber,56,Sawdust,255,cellulose,CaCO,CaSO4,0.59,0,20,0.8843976756219722,21,2500,Hot-Pressed,75,41,53,70,0.098
yyyyyyy,0,Barley,50,Vegiplants,96,Sawdust,224,Straw,93,Rapstraw,232,cellulose,CaCO,CaSO4,0.54,1,25,0.8776073369132195,22,4000,Hot-Pressed,85,15,41,85,0.007
xxxxx,1,Barley,80,Grass,85,Straw,203,Hemp,83,Straw,287,CaCO,cellulose,CaCO,0.58,0,22,0.6704533214106254,5,500,Non-Pressed,80,56,65,75,0.039
xxxxx,1,Barley,76,Vegiplants,72,Vegiplants,205,Straw,88,Sawdust,246,cellulose,CaSO4,cellulose,0.45,0,22,0.6974802342398099,13,4500,Hot-Pressed,80,56,5,85,0.035
yyyyyyy,0,Barley,87,Grass,57,Sawdust,222,Grass,82,Biertreber,236,CaSO4,cellulose,CaSO4,0.34,1,23,0.608600875194245,6,2000,Hot-Pressed,75,16,53,75,0.086
yyyyyyy,0,Buckwheat,67,Sawdust,62,Straw,298,Vegiplants,61,Hemp,280,cellulose,cellulose,cellulose,0.45,1,25,0.6416187726007931,20,2500,Non-Pressed,85,23,65,80,0.042
zzzzzzzz,1,Bulgur,70,Hemp,82,Sawdust,293,Grass,59,Hemp,203,cellulose,CaSO4,CaCO,0.49,0,21,0.8680071593005696,5,4500,Cold-Pressed,85,41,65,80,0.03
yyyyyyy,1,Bulgur,61,Rapstraw,65,Vegiplants,218,Hemp,81,Hemp,252,CaCO,cellulose,cellulose,0.55,0,23,0.8315681541181511,11,3000,Non-Pressed,85,68,53,70,0.064
xxxxx,0,Buckwheat,63,Biertreber,88,Hemp,299,Hemp,98,Straw,243,cellulose,CaCO,CaCO,0.57,0,20,0.8846433553200306,16,2000,Hot-Pressed,80,48,65,85,0.062
xxxxx,0,Barley,87,Vegiplants,100,Vegiplants,203,Rapstraw,55,Biertreber,240,cellulose,CaSO4,CaCO,0.31,0,23,0.7177185606093593,14,500,Cold-Pressed,85,36,65,80,0.048
zzzzzzzz,1,Barley,83,Vegiplants,80,Sawdust,212,Rapstraw,76,Sawdust,213,CaSO4,cellulose,CaSO4,0.37,0,19,0.8654726526202791,6,500,Hot-Pressed,75,56,5,80,0.067
xxxxx,0,Bulgur,73,Hemp,77,Hemp,279,Grass,75,Vegiplants,207,CaSO4,CaCO,CaSO4,0.4,1,23,0.8746345125120851,16,1000,Hot-Pressed,80,63,53,80,0.095
yyyyyyy,1,BierTreber,77,Grass,77,Rapstraw,233,Hemp,74,Sawdust,291,CaCO,CaSO4,cellulose,0.51,1,27,0.8847884341652612,15,4500,Hot-Pressed,70,24,41,80,0.062
zzzzzzzz,1,Buckwheat,87,Rapstraw,79,Biertreber,222,Hemp,89,Vegiplants,245,CaSO4,CaSO4,CaCO,0.42,1,23,0.8237725718715373,13,4500,Cold-Pressed,75,21,53,85,0.025
zzzzzzzz,0,Bulgur,51,Hemp,89,Sawdust,278,Biertreber,54,Biertreber,227,cellulose,cellulose,cellulose,0.6,0,27,0.6927627327347441,13,3000,Non-Pressed,85,52,17,75,0.074
zzzzzzzz,1,Barley,95,Grass,55,Vegiplants,218,Straw,76,Biertreber,252,CaSO4,CaCO,CaSO4,0.42,1,28,0.79574722357894,12,3000,Non-Pressed,75,34,65,80,0.029
zzzzzzzz,1,Buckwheat,72,Straw,96,Vegiplants,213,Sawdust,87,Hemp,206,CaSO4,CaSO4,CaSO4,0.42,1,27,0.8219142016657626,23,2500,Cold-Pressed,80,63,17,80,0.047
xxxxx,1,BierTreber,94,Biertreber,61,Rapstraw,252,Rapstraw,53,Sawdust,229,CaCO,CaCO,CaSO4,0.54,1,23,0.8981499727858502,13,1000,Hot-Pressed,85,49,29,85,0.06
yyyyyyy,0,Barley,100,Hemp,54,Sawdust,224,Rapstraw,73,Straw,259,CaCO,CaCO,CaSO4,0.44,1,24,0.7026933814736624,18,1500,Hot-Pressed,75,65,41,75,0.071
yyyyyyy,0,Bulgur,66,Straw,87,Biertreber,300,Hemp,64,Straw,243,CaSO4,CaCO,CaSO4,0.53,1,26,0.7887020899306966,22,3500,Cold-Pressed,85,41,53,70,0.091
yyyyyyy,0,Bulgur,75,Rapstraw,98,Biertreber,213,Sawdust,87,Straw,265,cellulose,CaSO4,CaSO4,0.34,1,19,0.9381451764831295,8,1000,Cold-Pressed,85,57,53,85,0.031
xxxxx,1,Bulgur,56,Straw,80,Grass,224,Biertreber,72,Straw,266,CaSO4,CaCO,CaSO4,0.58,1,27,0.7545597004278466,8,2000,Non-Pressed,80,40,17,80,0.06
xxxxx,0,Bulgur,89,Biertreber,88,Biertreber,214,Vegiplants,60,Vegiplants,254,CaCO,CaSO4,CaCO,0.44,0,22,0.8435381200353183,6,1000,Cold-Pressed,85,29,5,75,0.057
zzzzzzzz,1,Bulgur,86,Vegiplants,51,Vegiplants,262,Straw,84,Grass,205,CaCO,CaCO,CaSO4,0.47,0,26,0.7569369044904283,10,2000,Cold-Pressed,80,14,53,75,0.095
xxxxx,1,Buckwheat,82,Rapstraw,88,Rapstraw,263,Rapstraw,96,Straw,289,CaSO4,CaSO4,CaSO4,0.52,0,21,0.6751308543450787,19,3000,Hot-Pressed,75,18,29,70,0.053
xxxxx,1,Bulgur,84,Sawdust,65,Straw,200,Straw,76,Straw,254,cellulose,CaCO,cellulose,0.39,0,22,0.6485381030229302,22,2500,Non-Pressed,85,63,5,75,0.062
zzzzzzzz,1,Bulgur,66,Hemp,51,Biertreber,248,Grass,67,Rapstraw,287,CaCO,CaSO4,cellulose,0.3,0,22,0.7305915887365715,14,2500,Cold-Pressed,70,71,65,70,0.013
xxxxx,0,Barley,55,Biertreber,56,Biertreber,277,Vegiplants,71,Hemp,230,CaCO,cellulose,CaSO4,0.36,0,23,0.7824384360323112,15,2500,Hot-Pressed,70,23,41,75,0.035
xxxxx,0,BierTreber,67,Hemp,50,Hemp,253,Sawdust,53,Sawdust,211,CaSO4,cellulose,CaSO4,0.36,1,19,0.8268004865336215,25,500,Non-Pressed,70,40,41,85,0.027
zzzzzzzz,1,Buckwheat,77,Biertreber,79,Vegiplants,237,Biertreber,74,Vegiplants,244,CaSO4,CaSO4,cellulose,0.42,1,23,0.6655455910824672,17,4500,Non-Pressed,85,32,29,85,0.016
yyyyyyy,1,Buckwheat,100,Straw,68,Vegiplants,238,Vegiplants,53,Vegiplants,205,CaCO,CaSO4,CaSO4,0.49,1,22,0.9311690434596844,23,3500,Hot-Pressed,75,70,53,80,0.095
zzzzzzzz,1,BierTreber,83,Biertreber,94,Hemp,204,Rapstraw,51,Rapstraw,248,CaSO4,CaCO,CaCO,0.6,0,24,0.9452273422648403,6,500,Non-Pressed,80,29,41,85,0.039
xxxxx,0,Buckwheat,59,Grass,96,Rapstraw,202,Grass,66,Vegiplants,273,CaSO4,cellulose,CaSO4,0.4,1,21,0.6864385028918283,10,500,Non-Pressed,80,67,53,85,0.04
yyyyyyy,0,BierTreber,72,Grass,57,Biertreber,278,Hemp,96,Hemp,218,CaSO4,cellulose,CaSO4,0.56,0,28,0.6073761707420409,13,4500,Cold-Pressed,85,43,53,80,0.098
xxxxx,0,Oatmeal,78,Rapstraw,89,Biertreber,280,Sawdust,93,Rapstraw,239,CaCO,cellulose,CaSO4,0.59,1,25,0.8763909792283961,5,4500,Hot-Pressed,70,69,5,85,0.088
xxxxx,1,Bulgur,97,Biertreber,83,Hemp,228,Biertreber,71,Rapstraw,295,CaSO4,CaCO,CaSO4,0.43,1,18,0.763237710224435,8,1500,Non-Pressed,85,32,5,80,0.026
yyyyyyy,1,Bulgur,68,Biertreber,70,Straw,258,Vegiplants,79,Grass,235,CaSO4,CaSO4,cellulose,0.56,1,24,0.8231732264157094,12,1000,Cold-Pressed,85,41,53,70,0.022
zzzzzzzz,1,Bulgur,91,Biertreber,95,Straw,221,Grass,59,Biertreber,292,CaSO4,CaCO,cellulose,0.35,1,22,0.9451190556530735,6,3500,Cold-Pressed,75,79,5,75,0.048
yyyyyyy,1,Buckwheat,94,Hemp,96,Grass,251,Grass,82,Biertreber,267,cellulose,CaSO4,CaSO4,0.41,0,21,0.7352303100658256,13,4000,Non-Pressed,80,34,29,80,0.052
yyyyyyy,1,Bulgur,76,Hemp,81,Vegiplants,236,Sawdust,77,Hemp,278,CaCO,CaSO4,CaSO4,0.51,1,25,0.849959147572888,18,500,Non-Pressed,75,55,5,85,0.039
xxxxx,0,Bulgur,77,Sawdust,65,Hemp,269,Straw,63,Vegiplants,276,CaCO,CaCO,cellulose,0.51,0,18,0.6350643608363912,22,4000,Non-Pressed,75,25,29,70,0.072
yyyyyyy,1,Oatmeal,100,Grass,67,Grass,244,Sawdust,95,Sawdust,269,cellulose,cellulose,CaSO4,0.46,0,19,0.7921625146448453,17,1500,Cold-Pressed,80,63,41,85,0.012
yyyyyyy,0,Oatmeal,78,Grass,86,Biertreber,260,Straw,86,Rapstraw,276,CaCO,cellulose,cellulose,0.49,0,24,0.6679896282268424,25,500,Cold-Pressed,85,17,41,85,0.012
xxxxx,0,Barley,56,Grass,92,Sawdust,271,Sawdust,69,Biertreber,218,cellulose,cellulose,CaSO4,0.55,0,25,0.7985110787086014,18,4500,Non-Pressed,80,68,17,80,0.052
xxxxx,1,Oatmeal,60,Vegiplants,53,Vegiplants,252,Rapstraw,71,Rapstraw,261,CaCO,CaSO4,CaCO,0.34,1,25,0.6283920200249111,15,3000,Cold-Pressed,70,41,65,75,0.012
yyyyyyy,0,BierTreber,64,Rapstraw,59,Hemp,268,Straw,88,Rapstraw,289,cellulose,cellulose,CaCO,0.42,1,28,0.8557809512049697,5,1000,Hot-Pressed,75,64,5,80,0.074
zzzzzzzz,0,Buckwheat,90,Straw,51,Straw,220,Biertreber,93,Rapstraw,229,CaSO4,CaCO,cellulose,0.37,0,24,0.7780775378081424,9,3000,Non-Pressed,70,18,17,85,0.038
zzzzzzzz,0,Buckwheat,67,Sawdust,73,Grass,261,Rapstraw,85,Rapstraw,250,CaSO4,CaCO,cellulose,0.54,0,22,0.6306284322594401,20,2000,Cold-Pressed,75,49,53,80,0.018
xxxxx,0,Buckwheat,87,Rapstraw,65,Hemp,253,Sawdust,72,Rapstraw,228,cellulose,CaSO4,CaSO4,0.36,1,19,0.7757538974490418,9,4000,Hot-Pressed,85,58,65,80,0.028
zzzzzzzz,1,Barley,67,Grass,57,Rapstraw,248,Hemp,97,Biertreber,277,CaCO,cellulose,cellulose,0.43,0,28,0.8862116880116118,11,3500,Non-Pressed,75,77,29,70,0.043
zzzzzzzz,1,BierTreber,93,Biertreber,61,Straw,252,Straw,85,Sawdust,296,cellulose,CaSO4,CaCO,0.5,1,20,0.6626596087454071,18,1000,Cold-Pressed,75,21,17,70,0.058
zzzzzzzz,1,Bulgur,97,Rapstraw,68,Straw,238,Biertreber,90,Vegiplants,220,CaCO,cellulose,CaSO4,0.39,0,27,0.8424105436271514,24,4000,Hot-Pressed,75,39,29,70,0.025
yyyyyyy,1,Barley,71,Hemp,62,Biertreber,281,Sawdust,73,Vegiplants,236,CaCO,CaSO4,cellulose,0.36,1,21,0.630358640956544,11,3000,Hot-Pressed,85,12,5,75,0.078
xxxxx,0,Barley,82,Grass,61,Sawdust,271,Rapstraw,61,Sawdust,207,cellulose,cellulose,CaCO,0.36,1,19,0.9264594521127503,17,3000,Hot-Pressed,70,19,5,85,0.091
zzzzzzzz,1,BierTreber,58,Rapstraw,65,Hemp,287,Hemp,60,Rapstraw,237,CaSO4,cellulose,CaSO4,0.36,0,22,0.7283910521237291,17,2000,Hot-Pressed,80,31,65,80,0.036
zzzzzzzz,1,Barley,94,Straw,91,Sawdust,240,Grass,57,Sawdust,219,cellulose,CaCO,cellulose,0.49,1,20,0.9320496581957445,13,1500,Cold-Pressed,70,77,29,75,0.077
xxxxx,1,Buckwheat,93,Vegiplants,57,Rapstraw,201,Hemp,97,Straw,222,CaCO,cellulose,CaCO,0.36,1,20,0.8005398853112121,20,2500,Non-Pressed,85,28,65,75,0.002
yyyyyyy,1,Barley,99,Grass,83,Straw,241,Grass,94,Hemp,276,CaCO,CaSO4,CaCO,0.48,1,22,0.8214346732477694,9,2500,Hot-Pressed,70,25,41,80,0.012
yyyyyyy,0,Oatmeal,54,Rapstraw,99,Vegiplants,267,Straw,76,Straw,296,CaCO,CaCO,CaCO,0.41,0,28,0.7714096279205822,11,2000,Non-Pressed,80,39,29,70,0.039
yyyyyyy,0,Buckwheat,89,Sawdust,72,Straw,299,Grass,97,Vegiplants,232,CaCO,CaSO4,CaCO,0.43,0,25,0.9135825941823393,21,1500,Non-Pressed,75,17,17,80,0.044
yyyyyyy,0,Oatmeal,72,Sawdust,84,Rapstraw,213,Sawdust,58,Biertreber,291,CaCO,CaCO,CaSO4,0.43,1,21,0.6349334014736555,24,500,Non-Pressed,70,46,29,80,0.066
yyyyyyy,0,Buckwheat,62,Rapstraw,56,Biertreber,299,Rapstraw,62,Vegiplants,256,CaCO,CaCO,cellulose,0.58,0,19,0.8532031453701365,6,2000,Cold-Pressed,80,47,17,85,0.058
yyyyyyy,0,Buckwheat,78,Sawdust,95,Hemp,240,Grass,97,Hemp,254,cellulose,cellulose,cellulose,0.44,1,26,0.6286652895063108,25,4500,Hot-Pressed,85,53,17,75,0.071
zzzzzzzz,1,Bulgur,57,Straw,53,Straw,267,Straw,98,Grass,270,CaCO,CaCO,CaCO,0.45,0,23,0.6788844862994362,19,2000,Cold-Pressed,70,22,65,75,0.031
xxxxx,1,Oatmeal,87,Sawdust,98,Biertreber,210,Hemp,75,Rapstraw,251,CaCO,CaCO,CaSO4,0.55,0,20,0.8792723881735707,22,4500,Non-Pressed,75,17,41,80,0.04
xxxxx,1,Buckwheat,96,Sawdust,61,Sawdust,251,Rapstraw,84,Vegiplants,291,CaSO4,CaCO,CaCO,0.4,0,22,0.729123799418487,10,1500,Cold-Pressed,75,30,17,75,0.036
yyyyyyy,1,Bulgur,77,Sawdust,67,Grass,279,Grass,95,Sawdust,258,CaCO,CaCO,CaCO,0.47,1,21,0.6655623300249452,15,3000,Hot-Pressed,75,28,17,70,0.041
zzzzzzzz,1,BierTreber,96,Biertreber,92,Straw,277,Rapstraw,87,Straw,259,CaCO,CaSO4,cellulose,0.48,1,19,0.788800989459481,8,2000,Cold-Pressed,75,74,5,85,0.007
xxxxx,1,Bulgur,63,Vegiplants,90,Hemp,246,Grass,88,Grass,255,CaSO4,CaCO,cellulose,0.52,1,28,0.6506370423357607,15,1500,Hot-Pressed,70,17,29,80,0.072
zzzzzzzz,0,Oatmeal,53,Hemp,54,Hemp,272,Biertreber,56,Vegiplants,241,CaCO,cellulose,CaCO,0.46,0,27,0.8065629539396262,22,3000,Cold-Pressed,75,10,17,75,0.039
xxxxx,0,BierTreber,74,Sawdust,99,Hemp,278,Straw,88,Biertreber,269,CaCO,CaSO4,CaCO,0.49,0,23,0.8054989466864542,14,2000,Cold-Pressed,85,41,65,80,0.024
xxxxx,1,BierTreber,56,Straw,89,Rapstraw,273,Straw,89,Grass,234,CaSO4,CaCO,cellulose,0.55,0,26,0.8167321639983037,21,500,Hot-Pressed,70,23,5,75,0.023
zzzzzzzz,1,BierTreber,52,Grass,55,Sawdust,227,Vegiplants,97,Grass,268,cellulose,CaSO4,CaSO4,0.53,1,28,0.9150491532419701,19,1500,Non-Pressed,70,52,17,80,0.035
zzzzzzzz,0,Buckwheat,99,Biertreber,62,Sawdust,225,Hemp,77,Rapstraw,286,CaCO,CaSO4,cellulose,0.55,0,27,0.7404940677205792,25,1000,Cold-Pressed,80,38,29,80,0.098
xxxxx,1,Barley,58,Hemp,93,Grass,230,Sawdust,66,Grass,206,CaCO,CaSO4,CaSO4,0.45,0,21,0.6388121679675797,20,2500,Hot-Pressed,70,72,53,70,0.068
zzzzzzzz,0,BierTreber,74,Grass,79,Biertreber,293,Biertreber,88,Straw,223,CaCO,CaCO,CaSO4,0.52,1,27,0.8478920006063729,23,3500,Non-Pressed,75,56,41,75,0.033
zzzzzzzz,0,Barley,97,Biertreber,90,Rapstraw,202,Hemp,57,Sawdust,270,CaSO4,cellulose,CaCO,0.47,0,23,0.7022130371071316,13,1500,Non-Pressed,70,37,17,75,0.004
zzzzzzzz,0,BierTreber,100,Hemp,55,Vegiplants,200,Straw,58,Vegiplants,290,CaCO,CaSO4,cellulose,0.48,1,23,0.781207020742334,20,1000,Cold-Pressed,85,10,53,75,0.083
yyyyyyy,1,BierTreber,64,Grass,52,Rapstraw,292,Sawdust,59,Rapstraw,229,CaSO4,CaCO,CaSO4,0.56,0,28,0.7366073798256773,19,3500,Non-Pressed,70,54,53,80,0.041
zzzzzzzz,1,Barley,73,Rapstraw,58,Straw,220,Sawdust,72,Sawdust,252,CaCO,CaSO4,CaSO4,0.48,1,22,0.6600370269663762,6,1000,Cold-Pressed,80,19,65,70,0.016
zzzzzzzz,0,Oatmeal,90,Biertreber,54,Sawdust,272,Hemp,77,Sawdust,278,cellulose,cellulose,cellulose,0.38,1,23,0.8608689504576228,24,1000,Non-Pressed,85,22,65,80,0.013
xxxxx,1,Buckwheat,64,Hemp,72,Vegiplants,265,Rapstraw,58,Rapstraw,280,cellulose,cellulose,cellulose,0.32,0,26,0.883897183078759,9,3000,Hot-Pressed,75,46,41,70,0.033
zzzzzzzz,1,Bulgur,99,Sawdust,89,Straw,230,Vegiplants,89,Grass,237,CaCO,cellulose,cellulose,0.41,1,24,0.8973926452661172,10,1500,Cold-Pressed,85,11,5,80,0.065
zzzzzzzz,1,Oatmeal,87,Vegiplants,53,Biertreber,276,Straw,50,Biertreber,269,cellulose,CaCO,CaCO,0.53,1,27,0.8470366532820397,21,3000,Non-Pressed,80,28,17,80,0.061
xxxxx,0,Oatmeal,82,Biertreber,87,Hemp,239,Rapstraw,86,Straw,268,CaCO,CaSO4,CaCO,0.39,1,25,0.9302310538130556,5,3000,Non-Pressed,70,40,17,80,0.006
yyyyyyy,0,Barley,94,Hemp,75,Sawdust,241,Rapstraw,52,Rapstraw,288,cellulose,CaCO,cellulose,0.42,0,24,0.6786922328229986,18,2500,Cold-Pressed,75,13,5,85,0.074
xxxxx,1,Bulgur,74,Grass,83,Grass,288,Vegiplants,91,Straw,296,CaCO,CaCO,CaSO4,0.59,1,18,0.82784998135364,14,500,Hot-Pressed,80,48,53,85,0.097
zzzzzzzz,0,Bulgur,92,Sawdust,60,Straw,223,Hemp,75,Vegiplants,202,CaSO4,CaCO,CaCO,0.5,0,22,0.7620969764324008,11,2500,Non-Pressed,75,71,5,75,0.067
yyyyyyy,0,Bulgur,89,Hemp,69,Rapstraw,296,Rapstraw,97,Rapstraw,281,CaSO4,cellulose,CaCO,0.49,1,18,0.8813661739956953,6,1000,Non-Pressed,85,66,65,85,0.069
zzzzzzzz,1,BierTreber,89,Biertreber,91,Hemp,200,Biertreber,74,Grass,284,cellulose,CaCO,CaSO4,0.56,1,22,0.8207293598885435,22,1000,Hot-Pressed,75,54,17,70,0.015
yyyyyyy,1,Barley,89,Biertreber,57,Vegiplants,217,Sawdust,99,Rapstraw,211,CaSO4,cellulose,CaSO4,0.35,1,19,0.9256331868846844,14,2000,Non-Pressed,85,78,65,85,0.048
zzzzzzzz,0,Bulgur,64,Grass,78,Grass,232,Sawdust,94,Biertreber,244,CaSO4,CaCO,CaCO,0.57,0,19,0.761321826071962,15,4500,Non-Pressed,75,51,65,85,0.067
yyyyyyy,0,Barley,50,Biertreber,83,Vegiplants,233,Grass,92,Hemp,265,CaSO4,cellulose,CaSO4,0.32,1,19,0.8096642112897411,24,3000,Hot-Pressed,80,76,17,70,0.099
zzzzzzzz,1,Bulgur,97,Hemp,82,Straw,290,Biertreber,82,Rapstraw,220,cellulose,CaSO4,CaSO4,0.51,0,28,0.9055310646533032,7,3500,Cold-Pressed,85,17,5,70,0.097
xxxxx,1,Oatmeal,91,Biertreber,51,Rapstraw,230,Hemp,52,Grass,254,CaCO,CaCO,CaSO4,0.52,0,25,0.8551693125623835,12,4000,Cold-Pressed,75,50,29,70,0.065
xxxxx,1,Bulgur,93,Straw,99,Hemp,245,Rapstraw,72,Sawdust,245,CaSO4,cellulose,cellulose,0.51,0,24,0.926456772208804,5,2500,Hot-Pressed,75,62,41,80,0.073
yyyyyyy,1,Oatmeal,92,Grass,95,Biertreber,226,Straw,80,Sawdust,268,cellulose,CaSO4,CaSO4,0.41,0,27,0.721719444839414,5,3500,Cold-Pressed,85,72,53,80,0.083
xxxxx,1,Barley,55,Hemp,79,Sawdust,272,Biertreber,96,Rapstraw,291,cellulose,cellulose,CaSO4,0.43,1,24,0.6924526694435613,25,3000,Cold-Pressed,75,26,29,80,0.025
xxxxx,0,Oatmeal,50,Straw,70,Hemp,236,Hemp,91,Rapstraw,232,CaCO,cellulose,cellulose,0.51,1,23,0.713363476299915,7,2500,Cold-Pressed,70,42,5,85,0.015
zzzzzzzz,0,Buckwheat,80,Vegiplants,89,Straw,295,Sawdust,73,Rapstraw,218,CaSO4,CaSO4,CaCO,0.48,0,19,0.7857705824639799,19,1000,Non-Pressed,75,77,53,70,0.017
xxxxx,0,BierTreber,53,Biertreber,65,Grass,239,Rapstraw,71,Sawdust,224,CaSO4,cellulose,CaSO4,0.38,0,22,0.806586474128228,24,3500,Cold-Pressed,70,38,5,70,0.004
yyyyyyy,1,BierTreber,56,Grass,58,Sawdust,244,Biertreber,79,Hemp,262,CaCO,cellulose,cellulose,0.45,0,23,0.7038212863408757,9,4000,Hot-Pressed,75,38,65,85,0.065
zzzzzzzz,0,Oatmeal,85,Sawdust,86,Sawdust,239,Rapstraw,58,Rapstraw,291,CaSO4,CaSO4,CaSO4,0.46,1,27,0.655822157280411,18,2000,Hot-Pressed,80,13,5,75,0.024
yyyyyyy,1,BierTreber,71,Rapstraw,80,Vegiplants,266,Rapstraw,77,Grass,293,CaCO,CaCO,CaSO4,0.41,0,27,0.79605732628822,13,2500,Cold-Pressed,80,21,17,70,0.024
