strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_weight_1,additive_2,additive_weight_2,additive_3,additive_weight_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
zzzzzzzz,1,Buckwheat,63,Sawdust,259.0,Grass,195.0,Biertreber,172.0,Straw,274.0,CaCO,355.0,cellulose,285.0,CaCO,260.0,0.34,0,18,0.84,10,2000,Cold-Pressed,80,66,5,70,0.036
zzzzzzzz,0,Oatmeal,89,Grass,429.0,Grass,47.0,Grass,233.0,Rapstraw,191.0,CaCO,340.0,CaSO4,375.0,cellulose,185.0,0.48,1,26,0.93,17,1000,Hot-Pressed,85,31,17,80,0.024
zzzzzzzz,1,Oatmeal,99,Hemp,94.0,Biertreber,184.0,Rapstraw,337.0,Hemp,285.0,cellulose,394.0,CaCO,186.0,cellulose,320.0,0.46,0,21,0.87,12,1500,Non-Pressed,75,64,41,75,0.017
zzzzzzzz,1,Barley,56,Grass,15.0,Straw,15.0,Biertreber,399.0,Straw,470.0,CaSO4,413.0,CaSO4,262.0,cellulose,225.0,0.36,1,28,0.89,25,3000,Hot-Pressed,75,54,5,75,0.047
xxxxx,0,Buckwheat,54,Sawdust,152.0,Biertreber,257.0,Hemp,187.0,Vegiplants,304.0,CaCO,201.0,CaCO,233.0,CaSO4,466.0,0.46,0,19,0.85,17,1000,Hot-Pressed,70,76,17,75,0.043
zzzzzzzz,1,Oatmeal,55,Vegiplants,53.0,Hemp,369.0,Rapstraw,294.0,Sawdust,185.0,CaCO,232.0,CaCO,290.0,CaSO4,377.0,0.44,1,21,0.73,18,4500,Hot-Pressed,80,30,5,70,0.028
zzzzzzzz,0,Buckwheat,66,Straw,172.0,Grass,191.0,Rapstraw,198.0,Grass,339.0,cellulose,462.0,CaSO4,163.0,CaSO4,275.0,0.54,1,25,0.88,10,3000,Non-Pressed,85,19,29,75,0.01
xxxxx,0,Buckwheat,96,Sawdust,317.0,Hemp,88.0,Hemp,249.0,Biertreber,246.0,CaSO4,210.0,CaSO4,564.0,CaSO4,126.0,0.51,0,28,0.89,22,4000,Hot-Pressed,75,23,41,80,0.078
yyyyyyy,0,Bulgur,100,Hemp,285.0,Straw,211.0,Hemp,165.0,Vegiplants,239.0,cellulose,205.0,CaSO4,476.0,CaCO,220.0,0.59,1,25,0.75,18,3500,Hot-Pressed,75,54,65,85,0.088
xxxxx,0,Bulgur,56,Vegiplants,41.0,Sawdust,316.0,Straw,275.0,Hemp,267.0,CaCO,289.0,cellulose,289.0,CaCO,321.0,0.51,0,20,0.8,17,1000,Cold-Pressed,85,16,5,80,0.064
yyyyyyy,0,BierTreber,50,Vegiplants,358.0,Straw,86.0,Vegiplants,210.0,Straw,247.0,cellulose,152.0,CaSO4,457.0,CaCO,291.0,0.54,0,27,0.7,13,3500,Hot-Pressed,85,58,29,85,0.043
yyyyyyy,0,Oatmeal,94,Grass,98.0,Hemp,453.0,Hemp,87.0,Grass,262.0,CaCO,398.0,CaSO4,352.0,cellulose,150.0,0.54,1,25,0.86,11,2500,Hot-Pressed,75,50,5,80,0.068
xxxxx,1,Buckwheat,77,Rapstraw,267.0,Biertreber,305.0,Hemp,274.0,Biertreber,55.0,CaCO,346.0,CaCO,29.0,CaCO,525.0,0.4,0,27,0.81,6,4500,Non-Pressed,85,68,5,75,0.039
zzzzzzzz,1,Buckwheat,63,Straw,201.0,Vegiplants,158.0,Vegiplants,313.0,Hemp,228.0,CaCO,276.0,CaSO4,229.0,CaCO,395.0,0.37,0,18,0.62,16,4500,Cold-Pressed,75,68,5,85,0.097
xxxxx,0,Bulgur,77,Sawdust,247.0,Straw,327.0,Biertreber,115.0,Grass,212.0,CaSO4,330.0,CaCO,276.0,CaSO4,294.0,0.43,0,21,0.74,9,500,Cold-Pressed,80,65,41,70,0.087
zzzzzzzz,0,Oatmeal,84,Straw,0.0,Straw,309.0,Sawdust,309.0,Rapstraw,282.0,CaSO4,234.0,CaCO,304.0,CaCO,362.0,0.41,0,24,0.82,24,2000,Non-Pressed,80,15,53,75,0.044
zzzzzzzz,0,Bulgur,58,Sawdust,352.0,Sawdust,463.0,Grass,33.0,Vegiplants,52.0,CaCO,626.0,CaCO,188.0,cellulose,86.0,0.31,1,21,0.82,9,4000,Non-Pressed,80,55,53,85,0.082
xxxxx,0,Buckwheat,91,Biertreber,76.0,Rapstraw,351.0,Vegiplants,93.0,Grass,380.0,cellulose,205.0,CaSO4,395.0,CaSO4,300.0,0.33,0,22,0.85,20,3000,Hot-Pressed,80,33,53,75,0.069
yyyyyyy,1,Oatmeal,91,Rapstraw,153.0,Biertreber,340.0,Hemp,163.0,Hemp,244.0,cellulose,84.0,CaSO4,386.0,CaSO4,430.0,0.36,1,21,0.6,23,1500,Non-Pressed,75,64,5,75,0.054
yyyyyyy,0,Buckwheat,84,Biertreber,187.0,Grass,210.0,Biertreber,312.0,Grass,191.0,CaCO,412.0,cellulose,0.0,CaSO4,488.0,0.52,1,24,0.78,15,4500,Hot-Pressed,85,31,53,70,0.011
zzzzzzzz,1,BierTreber,94,Sawdust,373.0,Hemp,119.0,Biertreber,338.0,Hemp,70.0,CaSO4,354.0,cellulose,222.0,CaSO4,324.0,0.33,1,28,0.63,7,3500,Non-Pressed,85,78,65,75,0.019
xxxxx,0,Barley,51,Hemp,8.0,Grass,338.0,Straw,241.0,Straw,313.0,cellulose,168.0,cellulose,485.0,CaCO,247.0,0.55,1,25,0.81,6,2000,Non-Pressed,85,20,65,80,0.048
xxxxx,0,Oatmeal,91,Vegiplants,79.0,Straw,22.0,Vegiplants,551.0,Vegiplants,248.0,CaCO,239.0,cellulose,243.0,CaCO,418.0,0.35,1,25,0.73,23,500,Hot-Pressed,75,53,53,70,0.086
zzzzzzzz,1,Buckwheat,79,Vegiplants,168.0,Vegiplants,557.0,Biertreber,93.0,Vegiplants,81.0,CaSO4,68.0,cellulose,203.0,cellulose,629.0,0.49,1,22,0.74,19,1500,Non-Pressed,70,74,17,75,0.039
xxxxx,0,Oatmeal,52,Straw,320.0,Vegiplants,26.0,Straw,234.0,Vegiplants,320.0,CaCO,460.0,CaCO,279.0,CaCO,161.0,0.59,0,27,0.66,21,1500,Non-Pressed,75,37,53,75,0.022
yyyyyyy,0,Bulgur,92,Sawdust,132.0,Straw,334.0,Rapstraw,125.0,Straw,309.0,cellulose,341.0,CaSO4,537.0,cellulose,22.0,0.49,0,24,0.88,18,1500,Hot-Pressed,85,79,29,70,0.072
zzzzzzzz,1,Oatmeal,53,Grass,308.0,Vegiplants,100.0,Vegiplants,271.0,Biertreber,221.0,cellulose,129.0,CaCO,396.0,CaSO4,376.0,0.45,1,20,0.92,23,1500,Cold-Pressed,75,16,17,75,0.024
zzzzzzzz,1,Bulgur,89,Rapstraw,315.0,Grass,158.0,Straw,315.0,Grass,113.0,CaCO,394.0,CaCO,206.0,cellulose,300.0,0.4,1,19,0.81,22,4000,Hot-Pressed,70,69,53,70,0.026
xxxxx,1,BierTreber,79,Grass,194.0,Rapstraw,290.0,Sawdust,126.0,Vegiplants,290.0,CaSO4,497.0,CaCO,33.0,CaSO4,370.0,0.41,0,20,0.9,8,4500,Hot-Pressed,75,19,29,85,0.069
yyyyyyy,0,Barley,77,Vegiplants,437.0,Biertreber,36.0,Rapstraw,85.0,Grass,343.0,cellulose,194.0,CaCO,194.0,CaSO4,512.0,0.38,1,22,0.82,13,2000,Cold-Pressed,80,62,41,70,0.055
yyyyyyy,0,BierTreber,86,Hemp,95.0,Vegiplants,244.0,Biertreber,277.0,Rapstraw,284.0,CaCO,201.0,cellulose,566.0,cellulose,134.0,0.5,0,22,0.82,10,1000,Hot-Pressed,85,78,53,70,0.097
yyyyyyy,1,BierTreber,93,Biertreber,11.0,Hemp,517.0,Straw,86.0,Sawdust,286.0,CaSO4,250.0,CaCO,272.0,CaCO,378.0,0.32,0,22,0.68,5,2500,Non-Pressed,75,24,41,80,0.09
zzzzzzzz,0,Buckwheat,60,Biertreber,320.0,Biertreber,309.0,Grass,21.0,Hemp,249.0,CaSO4,347.0,cellulose,126.0,CaCO,427.0,0.52,1,25,0.88,9,3000,Hot-Pressed,80,23,41,85,0.069
xxxxx,0,Barley,55,Hemp,393.0,Hemp,56.0,Sawdust,385.0,Grass,67.0,cellulose,338.0,CaCO,348.0,CaCO,214.0,0.49,0,24,0.67,5,4500,Hot-Pressed,85,69,29,85,0.092
yyyyyyy,1,Buckwheat,51,Grass,108.0,Biertreber,311.0,Rapstraw,281.0,Sawdust,200.0,cellulose,282.0,CaSO4,199.0,cellulose,419.0,0.56,0,24,0.76,6,3000,Hot-Pressed,70,23,53,85,0.079
zzzzzzzz,1,BierTreber,71,Biertreber,100.0,Biertreber,310.0,Straw,173.0,Hemp,317.0,CaSO4,434.0,CaCO,178.0,cellulose,288.0,0.37,1,22,0.61,21,2000,Non-Pressed,75,49,65,70,0.008
zzzzzzzz,0,Barley,91,Straw,323.0,Biertreber,7.0,Straw,206.0,Straw,364.0,CaSO4,493.0,CaSO4,388.0,CaSO4,18.0,0.31,0,28,0.71,13,3000,Cold-Pressed,70,12,53,70,0.055
yyyyyyy,0,Oatmeal,98,Biertreber,73.0,Straw,102.0,Hemp,490.0,Biertreber,234.0,CaSO4,546.0,cellulose,332.0,cellulose,22.0,0.41,0,19,0.64,21,500,Non-Pressed,75,66,41,70,0.094
yyyyyyy,1,Bulgur,91,Sawdust,125.0,Grass,135.0,Vegiplants,288.0,Grass,352.0,CaSO4,582.0,CaCO,276.0,CaSO4,43.0,0.42,0,22,0.94,18,4000,Cold-Pressed,75,38,41,75,0.068
zzzzzzzz,1,Oatmeal,68,Grass,385.0,Grass,91.0,Grass,306.0,Hemp,119.0,cellulose,354.0,CaSO4,281.0,cellulose,265.0,0.53,0,27,0.93,19,1000,Hot-Pressed,80,69,17,80,0.069
zzzzzzzz,1,Buckwheat,70,Biertreber,237.0,Sawdust,303.0,Biertreber,61.0,Straw,299.0,CaSO4,276.0,cellulose,94.0,CaSO4,529.0,0.42,1,28,0.88,13,2000,Non-Pressed,75,43,17,80,0.036
xxxxx,0,Buckwheat,82,Grass,111.0,Hemp,78.0,Rapstraw,289.0,Sawdust,422.0,CaCO,375.0,CaCO,123.0,CaSO4,402.0,0.39,1,25,0.88,12,2000,Non-Pressed,80,35,29,75,0.098
xxxxx,1,Buckwheat,56,Straw,230.0,Biertreber,170.0,Sawdust,393.0,Straw,107.0,cellulose,200.0,cellulose,380.0,CaCO,320.0,0.44,1,19,0.71,25,1000,Non-Pressed,80,59,29,75,0.016
yyyyyyy,0,Buckwheat,72,Grass,58.0,Sawdust,102.0,Biertreber,450.0,Vegiplants,290.0,CaSO4,564.0,cellulose,91.0,CaSO4,245.0,0.5,1,18,0.69,19,4000,Non-Pressed,70,76,41,80,0.05
zzzzzzzz,0,Bulgur,56,Hemp,122.0,Straw,247.0,Straw,243.0,Sawdust,288.0,cellulose,0.0,CaSO4,515.0,CaSO4,385.0,0.57,0,28,0.71,17,4500,Non-Pressed,80,20,53,80,0.03
yyyyyyy,1,Bulgur,96,Vegiplants,309.0,Rapstraw,227.0,Rapstraw,175.0,Grass,190.0,CaSO4,385.0,cellulose,101.0,CaSO4,414.0,0.54,0,28,0.63,20,4000,Cold-Pressed,70,73,29,85,0.006
xxxxx,0,Barley,80,Grass,105.0,Biertreber,362.0,Hemp,410.0,Straw,24.0,CaCO,170.0,CaSO4,585.0,CaCO,145.0,0.44,1,19,0.85,11,1500,Cold-Pressed,70,55,41,80,0.024
zzzzzzzz,1,Buckwheat,51,Vegiplants,256.0,Hemp,378.0,Straw,59.0,Straw,208.0,CaCO,68.0,cellulose,495.0,CaCO,337.0,0.6,0,19,0.76,17,2000,Hot-Pressed,85,17,53,75,0.024
yyyyyyy,1,Oatmeal,87,Rapstraw,15.0,Biertreber,283.0,Biertreber,112.0,Biertreber,491.0,CaCO,485.0,CaCO,48.0,CaCO,367.0,0.59,0,27,0.83,15,500,Hot-Pressed,70,18,65,70,0.093
xxxxx,1,BierTreber,66,Sawdust,154.0,Hemp,351.0,Hemp,263.0,Grass,132.0,CaCO,338.0,cellulose,362.0,CaCO,199.0,0.43,0,25,0.76,13,2000,Hot-Pressed,70,66,53,85,0.052
xxxxx,1,Bulgur,55,Hemp,370.0,Biertreber,73.0,Biertreber,204.0,Hemp,253.0,cellulose,147.0,CaCO,235.0,CaCO,518.0,0.59,0,27,0.67,18,4500,Hot-Pressed,70,33,53,75,0.057
yyyyyyy,0,Buckwheat,65,Rapstraw,165.0,Hemp,346.0,Vegiplants,19.0,Straw,369.0,CaCO,412.0,cellulose,125.0,CaSO4,363.0,0.37,0,20,0.65,5,1500,Non-Pressed,70,17,17,85,0.043
zzzzzzzz,0,Barley,67,Rapstraw,279.0,Grass,238.0,Sawdust,171.0,Hemp,212.0,cellulose,383.0,cellulose,109.0,CaCO,409.0,0.44,1,22,0.92,22,4500,Cold-Pressed,70,48,29,75,0.064
xxxxx,1,BierTreber,79,Grass,159.0,Sawdust,303.0,Biertreber,87.0,Hemp,352.0,CaSO4,498.0,CaSO4,138.0,CaSO4,265.0,0.34,1,28,0.9,18,3500,Non-Pressed,75,40,29,85,0.038
zzzzzzzz,0,Bulgur,77,Sawdust,168.0,Rapstraw,132.0,Straw,252.0,Grass,348.0,CaSO4,385.0,cellulose,327.0,cellulose,188.0,0.47,1,28,0.82,23,1500,Non-Pressed,70,70,29,85,0.048
zzzzzzzz,1,Barley,61,Hemp,148.0,Rapstraw,297.0,Vegiplants,302.0,Rapstraw,153.0,CaSO4,136.0,CaCO,355.0,CaSO4,409.0,0.49,0,20,0.64,14,4500,Hot-Pressed,80,21,5,85,0.093
zzzzzzzz,1,Barley,53,Vegiplants,530.0,Biertreber,116.0,Biertreber,17.0,Grass,237.0,cellulose,238.0,CaSO4,306.0,CaCO,355.0,0.39,1,26,0.81,5,1500,Hot-Pressed,70,65,5,85,0.096
xxxxx,0,Barley,95,Sawdust,138.0,Rapstraw,289.0,Grass,391.0,Vegiplants,81.0,CaCO,180.0,CaCO,534.0,CaCO,186.0,0.31,0,22,0.83,18,4500,Cold-Pressed,70,34,5,85,0.063
xxxxx,0,BierTreber,63,Sawdust,175.0,Straw,180.0,Grass,387.0,Hemp,158.0,cellulose,440.0,cellulose,184.0,cellulose,276.0,0.4,0,23,0.87,13,1000,Non-Pressed,70,62,53,80,0.039
xxxxx,0,BierTreber,71,Rapstraw,179.0,Hemp,124.0,Biertreber,271.0,Biertreber,326.0,CaSO4,265.0,CaCO,446.0,CaSO4,189.0,0.33,1,27,0.85,13,3500,Cold-Pressed,85,16,53,75,0.012
yyyyyyy,0,Buckwheat,67,Straw,196.0,Vegiplants,240.0,Straw,344.0,Biertreber,120.0,CaSO4,31.0,CaSO4,273.0,CaSO4,596.0,0.6,1,22,0.69,13,4500,Non-Pressed,80,76,41,70,0.032
zzzzzzzz,0,Buckwheat,99,Hemp,216.0,Hemp,249.0,Biertreber,229.0,Straw,206.0,cellulose,215.0,CaSO4,479.0,CaCO,205.0,0.51,0,23,0.83,20,2000,Cold-Pressed,70,47,53,75,0.078
zzzzzzzz,0,BierTreber,71,Biertreber,153.0,Grass,329.0,Sawdust,289.0,Hemp,129.0,CaCO,239.0,CaSO4,619.0,CaCO,42.0,0.57,1,22,0.89,9,3500,Cold-Pressed,80,34,53,80,0.015
xxxxx,1,Buckwheat,62,Grass,312.0,Grass,134.0,Biertreber,243.0,Hemp,210.0,CaCO,300.0,CaCO,321.0,CaSO4,279.0,0.46,0,23,0.65,24,4500,Cold-Pressed,85,62,29,75,0.065
zzzzzzzz,1,Barley,65,Sawdust,66.0,Hemp,220.0,Rapstraw,303.0,Vegiplants,310.0,cellulose,311.0,cellulose,13.0,CaSO4,576.0,0.41,0,23,0.86,25,1000,Hot-Pressed,80,60,5,85,0.062
yyyyyyy,0,BierTreber,82,Biertreber,254.0,Grass,141.0,Sawdust,280.0,Rapstraw,225.0,CaSO4,252.0,cellulose,368.0,CaSO4,281.0,0.43,1,24,0.88,11,1500,Non-Pressed,75,54,53,75,0.093
zzzzzzzz,0,Oatmeal,86,Vegiplants,361.0,Sawdust,61.0,Biertreber,291.0,Grass,187.0,CaCO,321.0,CaCO,307.0,CaCO,272.0,0.44,0,18,0.92,9,500,Cold-Pressed,85,12,53,80,0.019
xxxxx,0,Buckwheat,74,Biertreber,58.0,Hemp,225.0,Hemp,252.0,Hemp,364.0,CaCO,69.0,CaCO,557.0,CaSO4,274.0,0.47,0,20,0.94,15,3500,Hot-Pressed,85,62,53,75,0.026
zzzzzzzz,0,Oatmeal,89,Grass,409.0,Biertreber,47.0,Hemp,388.0,Sawdust,55.0,CaSO4,196.0,CaCO,284.0,CaSO4,420.0,0.54,1,19,0.66,22,1500,Hot-Pressed,85,56,5,70,0.01
zzzzzzzz,1,Barley,65,Vegiplants,357.0,Sawdust,100.0,Vegiplants,74.0,Hemp,368.0,CaCO,677.0,CaSO4,92.0,CaSO4,131.0,0.45,0,19,0.76,6,3000,Non-Pressed,75,14,41,80,0.038
zzzzzzzz,1,Bulgur,65,Straw,417.0,Sawdust,87.0,Straw,374.0,Rapstraw,22.0,CaCO,188.0,CaSO4,380.0,CaCO,331.0,0.37,0,25,0.93,17,4000,Non-Pressed,85,37,53,85,0.089
yyyyyyy,0,Bulgur,58,Straw,330.0,Sawdust,287.0,Sawdust,253.0,Biertreber,30.0,cellulose,126.0,cellulose,166.0,cellulose,608.0,0.48,1,24,0.91,10,1500,Non-Pressed,85,46,29,85,0.091
yyyyyyy,0,Barley,72,Rapstraw,332.0,Biertreber,178.0,Hemp,95.0,Grass,296.0,CaSO4,177.0,CaSO4,130.0,CaSO4,593.0,0.52,0,20,0.62,19,4000,Cold-Pressed,80,30,65,75,0.04
xxxxx,0,Bulgur,71,Sawdust,71.0,Vegiplants,174.0,Straw,285.0,Sawdust,369.0,CaSO4,232.0,CaSO4,327.0,cellulose,342.0,0.31,0,23,0.9,25,3000,Cold-Pressed,75,61,53,80,0.074
xxxxx,1,Bulgur,83,Vegiplants,185.0,Hemp,147.0,Sawdust,223.0,Hemp,344.0,CaSO4,288.0,CaCO,429.0,cellulose,184.0,0.45,0,21,0.91,21,4000,Cold-Pressed,75,65,5,70,0.037
xxxxx,0,Barley,95,Biertreber,299.0,Grass,62.0,Biertreber,312.0,Vegiplants,227.0,cellulose,42.0,CaCO,538.0,CaSO4,320.0,0.48,1,24,0.7,14,4500,Cold-Pressed,70,54,29,80,0.009
yyyyyyy,1,Oatmeal,59,Grass,34.0,Vegiplants,462.0,Rapstraw,96.0,Grass,308.0,CaSO4,428.0,CaCO,315.0,CaCO,157.0,0.41,0,18,0.86,8,1500,Non-Pressed,85,40,53,80,0.055
yyyyyyy,1,Buckwheat,67,Straw,295.0,Straw,186.0,Sawdust,229.0,Sawdust,190.0,CaCO,460.0,cellulose,160.0,CaCO,280.0,0.5,0,21,0.8,23,1000,Cold-Pressed,75,64,5,75,0.036
zzzzzzzz,0,Bulgur,92,Biertreber,306.0,Straw,94.0,Sawdust,175.0,Grass,326.0,cellulose,225.0,CaSO4,394.0,CaSO4,281.0,0.39,0,21,0.67,24,1000,Cold-Pressed,80,33,17,80,0.034
zzzzzzzz,0,Bulgur,79,Hemp,139.0,Straw,207.0,Sawdust,282.0,Hemp,272.0,CaSO4,170.0,CaSO4,348.0,cellulose,382.0,0.5,0,23,0.88,16,1500,Non-Pressed,80,38,53,70,0.038
yyyyyyy,1,Bulgur,73,Straw,103.0,Rapstraw,103.0,Rapstraw,319.0,Rapstraw,376.0,CaSO4,284.0,cellulose,288.0,CaSO4,328.0,0.48,0,20,0.66,5,1500,Cold-Pressed,70,37,29,70,0.033
xxxxx,0,Buckwheat,94,Grass,286.0,Sawdust,108.0,Rapstraw,243.0,Vegiplants,264.0,CaCO,404.0,cellulose,101.0,CaSO4,395.0,0.44,1,18,0.65,19,500,Cold-Pressed,85,19,29,85,0.091
yyyyyyy,0,Buckwheat,80,Hemp,437.0,Hemp,85.0,Hemp,138.0,Rapstraw,241.0,CaCO,555.0,CaSO4,225.0,cellulose,120.0,0.49,1,27,0.69,21,1500,Non-Pressed,80,29,29,70,0.068
xxxxx,0,BierTreber,72,Grass,358.0,Biertreber,266.0,Straw,221.0,Grass,55.0,CaSO4,260.0,cellulose,120.0,CaCO,520.0,0.52,1,24,0.65,9,2000,Hot-Pressed,75,60,29,85,0.037
xxxxx,1,Bulgur,51,Hemp,159.0,Sawdust,49.0,Hemp,305.0,Grass,387.0,cellulose,459.0,CaSO4,112.0,CaCO,329.0,0.46,0,18,0.77,8,1000,Non-Pressed,80,66,53,85,0.016
xxxxx,1,Bulgur,74,Rapstraw,362.0,Rapstraw,125.0,Hemp,319.0,Biertreber,95.0,CaSO4,59.0,CaSO4,696.0,CaCO,144.0,0.5,1,27,0.67,15,3500,Non-Pressed,85,76,29,75,0.033
yyyyyyy,0,Barley,67,Hemp,220.0,Grass,272.0,Biertreber,204.0,Straw,204.0,cellulose,351.0,cellulose,55.0,CaCO,494.0,0.41,1,18,0.84,6,2000,Hot-Pressed,80,16,29,75,0.081
zzzzzzzz,1,Barley,78,Rapstraw,137.0,Sawdust,170.0,Sawdust,437.0,Hemp,157.0,CaSO4,138.0,CaCO,269.0,CaSO4,493.0,0.43,1,21,0.73,23,1500,Non-Pressed,75,17,65,80,0.088
zzzzzzzz,0,BierTreber,60,Rapstraw,287.0,Biertreber,157.0,Hemp,218.0,Biertreber,238.0,cellulose,471.0,CaSO4,242.0,CaCO,187.0,0.38,1,24,0.86,20,2000,Non-Pressed,70,48,41,85,0.034
xxxxx,0,Oatmeal,83,Biertreber,436.0,Vegiplants,130.0,Hemp,293.0,Hemp,41.0,CaCO,267.0,cellulose,123.0,CaSO4,509.0,0.56,1,18,0.74,10,4000,Non-Pressed,75,25,53,75,0.055
yyyyyyy,1,Bulgur,81,Rapstraw,154.0,Vegiplants,504.0,Grass,54.0,Vegiplants,188.0,cellulose,271.0,cellulose,476.0,cellulose,152.0,0.43,0,24,0.72,17,4000,Cold-Pressed,85,35,29,85,0.052
zzzzzzzz,1,Bulgur,67,Hemp,179.0,Sawdust,424.0,Hemp,184.0,Vegiplants,112.0,CaSO4,638.0,CaCO,255.0,cellulose,8.0,0.46,0,19,0.88,11,2000,Hot-Pressed,70,16,5,85,0.037
xxxxx,0,Bulgur,91,Grass,212.0,Sawdust,266.0,Grass,185.0,Vegiplants,236.0,CaSO4,106.0,CaSO4,335.0,CaSO4,458.0,0.35,1,27,0.85,5,1500,Non-Pressed,75,68,41,70,0.021
yyyyyyy,0,Barley,61,Grass,371.0,Grass,331.0,Rapstraw,10.0,Straw,188.0,CaSO4,403.0,cellulose,266.0,CaCO,231.0,0.57,0,21,0.85,25,4000,Cold-Pressed,75,29,53,85,0.07
yyyyyyy,1,Oatmeal,90,Straw,329.0,Biertreber,111.0,Hemp,249.0,Hemp,212.0,CaSO4,73.0,CaSO4,655.0,CaSO4,172.0,0.47,0,22,0.79,15,3500,Hot-Pressed,85,70,29,75,0.073
yyyyyyy,1,Oatmeal,86,Hemp,87.0,Hemp,249.0,Straw,54.0,Rapstraw,510.0,CaCO,623.0,CaCO,208.0,cellulose,69.0,0.41,1,26,0.71,6,3500,Hot-Pressed,70,65,5,85,0.076
xxxxx,1,BierTreber,93,Hemp,59.0,Sawdust,218.0,Grass,313.0,Sawdust,309.0,CaCO,481.0,CaCO,74.0,CaCO,345.0,0.38,0,21,0.88,5,3500,Hot-Pressed,85,57,17,70,0.089
xxxxx,1,BierTreber,97,Sawdust,224.0,Sawdust,262.0,Sawdust,276.0,Biertreber,138.0,CaCO,116.0,CaCO,303.0,CaSO4,481.0,0.44,1,28,0.76,10,4000,Non-Pressed,85,55,29,80,0.032
zzzzzzzz,0,Barley,87,Sawdust,291.0,Sawdust,83.0,Sawdust,225.0,Straw,301.0,CaCO,41.0,cellulose,324.0,CaCO,535.0,0.39,0,25,0.81,16,1500,Non-Pressed,80,60,53,85,0.069
xxxxx,1,BierTreber,93,Straw,175.0,Vegiplants,342.0,Hemp,112.0,Hemp,271.0,CaSO4,358.0,CaCO,168.0,CaCO,374.0,0.37,0,25,0.72,14,1500,Cold-Pressed,75,62,29,85,0.003
xxxxx,1,BierTreber,61,Biertreber,121.0,Rapstraw,359.0,Biertreber,186.0,Vegiplants,234.0,CaSO4,464.0,cellulose,142.0,cellulose,294.0,0.51,1,24,0.7,24,4000,Non-Pressed,70,24,41,75,0.092
xxxxx,0,Buckwheat,88,Straw,105.0,Sawdust,133.0,Sawdust,310.0,Biertreber,352.0,CaCO,527.0,CaCO,92.0,CaSO4,282.0,0.53,0,25,0.63,13,500,Non-Pressed,70,55,65,85,0.044
xxxxx,0,BierTreber,68,Hemp,289.0,Hemp,419.0,Rapstraw,91.0,Sawdust,101.0,CaSO4,368.0,CaCO,138.0,cellulose,393.0,0.58,0,20,0.9,21,2000,Non-Pressed,75,18,65,80,0.037
xxxxx,1,Barley,98,Rapstraw,0.0,Sawdust,241.0,Straw,176.0,Sawdust,483.0,CaCO,244.0,CaSO4,39.0,cellulose,617.0,0.47,1,23,0.72,25,1500,Cold-Pressed,70,29,17,75,0.095
zzzzzzzz,0,Oatmeal,71,Straw,58.0,Vegiplants,204.0,Hemp,386.0,Vegiplants,253.0,CaCO,275.0,CaSO4,468.0,CaCO,158.0,0.31,0,23,0.67,14,3500,Non-Pressed,75,39,5,85,0.072
zzzzzzzz,1,Barley,68,Vegiplants,120.0,Biertreber,360.0,Hemp,352.0,Biertreber,68.0,CaSO4,176.0,cellulose,362.0,CaSO4,362.0,0.34,1,28,0.62,15,4500,Hot-Pressed,70,32,53,75,0.013
yyyyyyy,1,BierTreber,99,Rapstraw,12.0,Straw,356.0,Sawdust,12.0,Biertreber,519.0,CaCO,444.0,cellulose,60.0,cellulose,396.0,0.36,0,28,0.93,23,2500,Cold-Pressed,80,37,65,75,0.049
zzzzzzzz,0,Buckwheat,92,Vegiplants,338.0,Biertreber,131.0,Straw,51.0,Hemp,380.0,cellulose,133.0,CaSO4,346.0,cellulose,421.0,0.33,0,22,0.87,7,2000,Cold-Pressed,85,52,17,70,0.021
xxxxx,0,Oatmeal,61,Straw,153.0,Straw,216.0,Biertreber,42.0,Rapstraw,489.0,CaCO,345.0,cellulose,477.0,CaSO4,78.0,0.44,1,19,0.94,11,4000,Cold-Pressed,80,18,29,75,0.024
zzzzzzzz,1,Barley,52,Rapstraw,357.0,Vegiplants,318.0,Sawdust,16.0,Rapstraw,209.0,CaSO4,298.0,cellulose,373.0,CaCO,229.0,0.56,1,28,0.85,9,2500,Cold-Pressed,80,70,5,75,0.038
yyyyyyy,0,Oatmeal,80,Rapstraw,22.0,Rapstraw,379.0,Grass,76.0,Vegiplants,423.0,CaCO,671.0,cellulose,185.0,CaSO4,44.0,0.53,1,19,0.69,21,3000,Non-Pressed,75,36,17,75,0.05
xxxxx,1,BierTreber,82,Sawdust,100.0,Biertreber,164.0,Hemp,229.0,Straw,407.0,CaCO,161.0,cellulose,378.0,cellulose,361.0,0.47,0,22,0.87,12,4500,Hot-Pressed,70,42,29,85,0.007
yyyyyyy,0,BierTreber,80,Grass,210.0,Straw,304.0,Rapstraw,161.0,Vegiplants,225.0,cellulose,642.0,CaCO,23.0,cellulose,235.0,0.51,0,26,0.7,23,4500,Hot-Pressed,75,63,29,85,0.028
